名称,区域,板块,房型,朝向,面积(平米),价格(元/月),单位面积价格(元/平米/月)
宣颐家园,大兴,旧宫,1室1厅,北,20.5,4290,209
枣园尚城北区,大兴,枣园,2室1厅,南,67.5,5230,77
新兴家园,大兴,南中轴机场商务区,2室1厅,南/北,45.0,2500,55
泰禾中央广场,大兴,黄村火车站,3房间,东,34.5,4790,138
天恒世界集,大兴,高米店,1室1厅,西,34.0,3812,112
三合北巷,大兴,黄村中,2室1厅,南/北,75.5,4000,52
水郡长安,朝阳,双桥,3室2厅,东南,74.0,10300,139
夏都盈座,朝阳,望京,1室1厅,西,49.5,7200,145
麒麟公馆,朝阳,朝阳门外,2室1厅,南/北,48.0,19000,395
八里庄北里小区,朝阳,石佛营,2室1厅,南/北,31.0,5800,187
荣尊堡国际俱乐部公寓,朝阳,亚运村,1室2厅,东,71.5,13500,188
清境明湖,朝阳,农展馆,2室2厅,南/北,81.5,18000,220
沿海赛洛城七期,朝阳,百子湾,3室1厅,南/北,83.0,11000,132
高家园一区,朝阳,酒仙桥,2室1厅,南,36.0,6590,183
大三尖,昌平,西关环岛,3室1厅,南/北,50.0,4200,84
南环里,昌平,鼓楼大街,1室0厅,西,45.5,2800,61
新龙城,昌平,回龙观,1室1厅,北,23.0,5990,260
王府温馨公寓,昌平,北七家,4室2厅,南/北,90.0,6200,68
天通苑北三区,昌平,天通苑,2室1厅,北,82.0,6490,79
温泉花园B区,昌平,北七家,2室1厅,南,43.5,4030,92
天通苑东三区,昌平,天通苑,3室1厅,南/北,65.0,6000,92
名流花园,昌平,北七家,2室1厅,南,68.5,5130,74
天通苑三区,昌平,天通苑,2室1厅,南/北,33.5,5800,173
中国铁建尚城汇,昌平,南邵,2房间,东,25.0,4100,164
经济日报社宿舍,西城,陶然亭,2室1厅,东/西,41.0,6500,158
红居南街1号院,西城,广安门,3室1厅,南/北,45.0,8100,180
华荣公寓,西城,金融街,3室1厅,西北,67.0,40000,597
温馨家园,西城,木樨地,1室1厅,南,25.0,7300,292
茶贸国际中心,西城,马连道,2房间,西,28.0,4490,160
京铁和园,西城,广安门,1室1厅,东,21.0,5590,266
新外大街甲8号院,西城,马甸,2室1厅,南/北,31.5,8500,269
安德馨居,西城,六铺炕,1室1厅,东,78.5,7500,95
南礼士路三条北里,西城,月坛,2室1厅,南,28.5,9690,340
恬心家园,西城,白纸坊,1室1厅,东,38.0,5400,142
荣丰2008,西城,广安门,1室1厅,东,13.5,4890,362
长椿街,西城,长椿街,2室1厅,北,75.5,6950,92
姚家井二巷,西城,陶然亭,1室1厅,东北,20.5,6060,295
怡清园,海淀,清河,1室1厅,南,47.5,5990,126
蜂鸟家园,海淀,万柳,1室1厅,北,29.5,7230,245
首创悦榕汇,海淀,海淀北部新区,2室1厅,南,43.0,7300,169
美丽经典园,海淀,四季青,3室2厅,南/北,78.0,23000,294
农林科学院宿舍,海淀,四季青,1室1厅,南/北,27.0,5500,203
西荣阁,海淀,四季青,2房间,北,27.0,6090,225
玉海园五里,海淀,玉泉路,2室1厅,东/西,40.0,7200,180
橡树湾四期,海淀,清河,4室2厅,,96.0,21500,223
阜成路甲52号院,海淀,定慧寺,1室1厅,南,34.0,6800,200
二里庄小区,海淀,二里庄,2室1厅,南,60.5,9290,153
交大嘉园,海淀,西直门,2室1厅,东北,44.0,10800,245
都市网景,海淀,双榆树,3室1厅,西南,78.5,20000,254
吴家村路10号院,海淀,六里桥,3室1厅,南/北,40.5,7500,185
花园东路16号院,海淀,牡丹园,2室1厅,南/北,28.0,8100,289
三义庙北,海淀,苏州桥,2室1厅,南/北,64.0,8200,128
东冉新村,海淀,西山,1室1厅,南/北,71.0,6000,84
王公坟社区,海淀,苏州桥,1室1厅,南,50.0,7260,145
东冉新村,海淀,西山,1室1厅,南,30.0,6200,206
观景园,海淀,清河,3室2厅,南/北,81.0,13500,166
清华东路27号院,海淀,学院路,1室1厅,南/北,63.5,6200,97
永定翠庭,海淀,五棵松,2室1厅,东/西,45.0,15000,333
新兴家园,大兴,南中轴机场商务区,2室1厅,南/北,45.0,2600,57
熙兆大厦,大兴,天宫院,2房间,北,48.5,3000,61
枣园尚城北区,大兴,枣园,2室1厅,南,40.5,5430,134
鸿坤理想城四期,大兴,西红门,1室1厅,南,71.5,4690,65
广安康璟家园,大兴,旧宫,3室1厅,南/北,52.0,6200,119
亦庄北岸,大兴,旧宫,1室1厅,东北,31.5,4000,126
美然绿色家园,大兴,旧宫,3室1厅,东南,65.5,6500,99
首座御园一期,大兴,枣园,2室1厅,南,82.5,4160,50
当代采育满庭春MOMA,大兴,大兴新机场洋房别墅区,2室1厅,南,42.0,2000,47
庑殿家苑C区,大兴,旧宫,1室1厅,南,30.0,4490,149
首开康乃馨城,大兴,枣园,2室1厅,南/北,89.5,4500,50
熙红印,大兴,西红门,1室1厅,东,77.0,5330,69
华远和墅,大兴,南中轴机场商务区,3室2厅,南/北,86.0,3500,40
首座御园一区二期,大兴,枣园,2室1厅,南,86.5,3800,43
那尔水晶城,大兴,枣园,2室2厅,,53.5,5600,104
住总万科橙,大兴,天宫院,2室1厅,南,39.0,5130,131
住总万科橙,大兴,天宫院,2室1厅,,67.5,4700,69
兴盛街187号院,大兴,枣园,1室1厅,南,69.5,4490,64
林海园,大兴,观音寺,2室1厅,南/北,43.5,3000,68
熙兆大厦,大兴,天宫院,1房间,西,66.0,3200,48
珺悦国际,大兴,天宫院,3房间,东北,39.0,4200,107
颂善园,大兴,大兴其它,2室1厅,南/北,44.5,3000,67
安贞西里,朝阳,安贞,2室1厅,南/北,78.0,7000,89
华贸城,朝阳,北苑,2室1厅,西南,71.0,6300,88
芍药居北里,朝阳,芍药居,2室1厅,西南,93.0,9500,102
团结湖北五条,朝阳,团结湖,2室1厅,南,38.5,7160,185
南平里,朝阳,首都机场,2室1厅,南/北,30.0,4600,153
悠乐汇,朝阳,望京,3房间,东北,215.5,58000,269
阳光上东滨河花园,朝阳,酒仙桥,3室2厅,,103.5,35000,338
融科橄榄城二期,朝阳,望京,3室2厅,南/北,70.5,16500,234
泛海国际碧海园,朝阳,朝阳公园,3室2厅,南/北,92.5,28000,302
双龙南里,朝阳,华威桥,2室1厅,南/北,28.5,5200,182
安华里社区,朝阳,安贞,2室1厅,南,67.0,7330,109
磨房南里,朝阳,北工大,1室1厅,西南,22.5,4500,200
首开常青藤四期,朝阳,东坝,3室1厅,南/北,73.5,8500,115
国典华园,朝阳,安贞,3室2厅,南/北,85.5,16000,187
华纺易城,朝阳,朝青,1室1厅,北,30.0,7400,246
惠新西街33号院,朝阳,惠新西街,2室2厅,东,67.0,8930,133
东大桥斜街,朝阳,东大桥,2室1厅,南/北,26.5,7100,267
上京新航线,朝阳,望京,3室2厅,南/北,67.5,14500,214
延静里,朝阳,甜水园,2室1厅,南,62.5,7190,115
白鹿司4号院,朝阳,豆各庄,4室3厅,南/北,178.0,20000,112
东洲家园,朝阳,望京,2室1厅,南,48.0,5600,116
金隅泰和园,朝阳,高碑店,3室1厅,,79.0,6400,81
天通苑东二区,昌平,天通苑,3室1厅,南/北,69.0,6400,92
天通苑东一区,昌平,天通苑,2室1厅,南/北,94.0,10000,106
佰嘉城,昌平,回龙观,3室1厅,南/北,60.0,7300,121
东二旗新村,昌平,北七家,2室1厅,南,71.5,4100,57
温泉花园B区,昌平,北七家,1室1厅,南,35.0,3200,91
龙跃苑二区,昌平,回龙观,3室2厅,南/北,68.0,7600,111
流星花园三区,昌平,回龙观,1室1厅,北,30.5,5230,171
龙回苑,昌平,回龙观,2室1厅,南/北,56.5,5900,104
昌艺园小区,昌平,沙河,2室2厅,,47.0,5200,110
东关南里小区,昌平,东关,2室1厅,南,62.0,3600,58
霍营小区,昌平,霍营,3室1厅,南/北,41.5,5400,130
领秀慧谷A区,昌平,回龙观,2室1厅,南/北,41.0,6300,153
紫金新干线,昌平,霍营,2室1厅,南,54.0,6630,122
王府温馨公寓,昌平,北七家,3室2厅,南/北,61.5,6200,100
TBD住总万科天地,昌平,回龙观,1室2厅,东北,41.5,16000,385
龙山跃,昌平,南邵,3房间,南/北,44.0,4500,102
新龙城,昌平,回龙观,3室1厅,南/北,55.0,9000,163
天通苑中苑,昌平,天通苑,3室1厅,南/北,93.0,8800,94
佳运园二期,昌平,立水桥,2室1厅,南/北,43.0,5500,127
城家公寓,,,,,22.0,4850,220
吉第嘉园,西城,马甸,1室1厅,东,46.0,6560,142
木樨地,西城,木樨地,2室1厅,南,30.0,6900,230
中信禧园,西城,陶然亭,2室1厅,东,44.0,15300,347
西直门北滨河路2号院,西城,小西天,2室1厅,东,49.5,10630,214
月坛北小街1号院,西城,月坛,1室1厅,西北,30.5,8790,288
小马厂东里,西城,广安门,1室1厅,南,29.5,6890,233
西便门西里,西城,木樨地,2室1厅,南,29.0,7900,272
马甸南村,西城,马甸,1室1厅,东,31.5,6990,221
长椿街12号院,西城,长椿街,2室1厅,东/西,87.5,10500,120
文兴街3号院,西城,车公庄,2室1厅,南/北,29.0,7800,268
荣丰2008,西城,广安门,1室1厅,北,27.0,5460,202
新明胡同,西城,马甸,1室1厅,南,62.0,7760,125
红山世家,西城,广安门,1室0厅,南,27.5,6800,247
新外大街甲28号,西城,德胜门,2室1厅,东,28.5,7990,280
茶贸国际中心,西城,马连道,2房间,东,28.0,4860,173
北广家园,西城,六铺炕,1室1厅,东,19.0,5800,305
湾子街社区,西城,太平桥,1室1厅,东/南,32.5,4800,147
文慧园,海淀,小西天,1室1厅,南,54.0,8060,149
建材城西二里,海淀,西三旗,1室1厅,南/北,41.0,4800,117
居善园,大兴,大兴其它,3室1厅,南/北,44.5,2700,60
首创悦都汇,大兴,南中轴机场商务区,2室1厅,南,40.5,2800,69
迎晖北苑,门头沟,滨河西区,3室1厅,南/北,41.5,3900,93
剧场东街,门头沟,城子,2室1厅,南/北,27.5,2900,105
石泉砖厂B3区,门头沟,门头沟其它,2室1厅,南,39.0,2900,74
向阳楼,门头沟,城子,1室1厅,南,22.5,2900,128
永兴嘉园,门头沟,滨河西区,1室1厅,北,45.5,3100,68
石门营新区六区,门头沟,石门营,1室1厅,南,23.0,2800,121
中骏西山天璟,门头沟,城子,3室2厅,南/北,58.0,9000,155
潭柘新区4号院,门头沟,门头沟其它,3室1厅,南/北,55.0,3600,65
紫金新园二区,门头沟,石门营,3室1厅,西/北,43.0,4300,100
石泉砖厂B4区,门头沟,门头沟其它,2室1厅,南/北,32.5,3000,92
华润悦景湾,门头沟,上岸地铁,3房间,东,34.0,5500,161
远洋新天地,门头沟,上岸地铁,2房间,东,55.0,3800,69
中国铁建梧桐汇,门头沟,上岸地铁,2房间,北,22.5,3400,151
皓月园,门头沟,滨河西区,2室1厅,南,49.0,3800,77
石门营新区七区东苑,门头沟,石门营,1室1厅,南,22.5,3100,137
永兴小区,门头沟,滨河西区,2室1厅,南,37.5,3200,85
保利首开四季怡园,门头沟,冯村,3室1厅,南,67.5,4500,66
北京城建上悦居,门头沟,冯村,2室1厅,南,37.0,4000,108
紫金新园三区,门头沟,石门营,2室1厅,南,33.5,4000,119
大峪南路,门头沟,大峪,2室1厅,南,42.0,2600,61
黑山A5区,门头沟,大峪,1室0厅,南,22.5,2600,115
万科翡翠长安,门头沟,上岸地铁,4室2厅,南/北,77.0,10000,129
西山艺境8号院,门头沟,大峪,4室1厅,南/北,84.5,9500,112
西长安壹号,门头沟,上岸地铁,2房间,东,24.0,5000,208
兴合家园,门头沟,城子,1室0厅,南,23.5,2500,106
远洋新天地,门头沟,上岸地铁,3房间,东,19.0,3700,194
九龙东苑3号地,门头沟,城子,3室1厅,南/北,42.0,3650,86
石门营新区七区北苑,门头沟,石门营,1室1厅,南,22.5,2900,128
峪园小区,门头沟,大峪,2室1厅,南/北,27.5,2600,94
惠康嘉园五区,门头沟,滨河西区,2室1厅,南,42.5,4300,101
加州水郡三期,房山,长阳,2室1厅,东,65.0,3500,53
吴店西里,房山,良乡,3室1厅,南/北,66.0,3500,53
金域缇香,房山,长阳,3室1厅,南/北,54.0,5000,92
旭辉E天地,房山,良乡,2房间,南,50.5,3100,61
远洋新仕界,房山,良乡,1室1厅,南,61.5,3000,48
五和万科长阳天地9号院,房山,长阳,2房间,西,23.0,3500,152
远洋新仕界,房山,良乡,2室1厅,东,23.5,3200,136
翡翠西湖一期,房山,丰台其它,3室1厅,南/北,51.0,4000,78
建设巷小区,房山,良乡,2室1厅,南/北,73.0,2600,35
伟业嘉园西里,房山,良乡,3室1厅,南/北,71.0,4000,56
玉竹园,房山,良乡,2室1厅,南/北,49.5,3300,66
尚西泊图,丰台,太平桥,2室1厅,东,70.5,7760,110
珠江骏景北区,丰台,大红门,1室0厅,南,48.5,5500,113
晓月新城,丰台,卢沟桥,3室1厅,西,85.0,9100,107
政洋家园,丰台,洋桥,2室2厅,,63.5,6300,99
正阳小区,丰台,北大地,1室1厅,东,32.0,4300,134
彩虹街区,丰台,玉泉营,2室1厅,东,36.0,6300,175
四方景园五区,丰台,成寿寺,1室0厅,北,21.5,4100,190
世纪金色嘉园,丰台,北京南站,1室1厅,西/北,48.0,6000,125
远洋自然,丰台,大红门,2室1厅,南,99.5,7200,72
青秀城,丰台,玉泉营,2室1厅,南/北,72.0,6800,94
鑫源国际,丰台,成寿寺,1房间,南,26.5,5000,188
芳城东里,丰台,方庄,1室1厅,西,54.0,5790,107
政馨园二区,丰台,宋家庄,1室0厅,北,19.0,4500,236
宋庄路甲12号院,丰台,宋家庄,2室1厅,南/北,30.0,5000,166
玉竹园,房山,良乡,2室1厅,南/北,47.5,3200,67
北京城建琨廷南区,房山,窦店,2室2厅,,86.0,2800,32
绿地花都苑,房山,长阳,2室1厅,南/北,84.5,3600,42
金地朗悦朗园,房山,长阳,3室1厅,,45.0,5000,111
长阳半岛2号院,房山,长阳,2室1厅,南/北,85.5,4400,51
绿城百合公寓北区,房山,阎村,1室1厅,南,44.5,2900,65
旭辉E天地,房山,良乡,2房间,南,43.5,2800,64
芭蕾雨悦都北区,房山,长阳,2室1厅,南/北,40.0,4500,112
五和万科长阳天地9号院,房山,长阳,4房间,东南,53.5,6500,121
怡和南路13号院,房山,长阳,1房间,东,53.5,2550,47
花园巷小区,房山,良乡,2室1厅,南/北,62.5,2200,35
FCC中央城,房山,长阳,3房间,东,21.0,3900,185
国际花园3号院,房山,长阳,3室1厅,南/北,44.5,4400,98
长阳半岛怡和南路8号院,房山,长阳,3室2厅,南/北,60.0,6800,113
行宫园,房山,良乡,2室1厅,南/北,35.5,2800,78
五和万科长阳天地9号院,房山,长阳,3房间,西南,35.5,3800,107
良景佳苑,房山,房山其它,2室1厅,东,41.0,2600,63
中骏云景台,房山,房山其它,2室1厅,南/北,73.0,2574,35
半岛金街,房山,长阳,3房间,东,76.5,6800,88
长安新城,丰台,青塔,2室1厅,西南,53.0,6300,118
芳群园三区,丰台,方庄,1室1厅,南,26.0,5200,200
远洋自然,丰台,大红门,2室1厅,南,76.5,7000,91
三环新城7号院,丰台,玉泉营,3室1厅,南,59.0,8500,144
熙公馆,丰台,青塔,2房间,南,21.0,5190,247
宜兰园,丰台,花乡,3室1厅,南/北,54.0,6300,116
西罗园三区,丰台,西罗园,1室1厅,南,36.0,4500,125
东亚三环,丰台,马家堡,1室1厅,北,57.0,4930,86
和义西里三区,丰台,和义,1室1厅,南,25.0,3500,140
西罗园三区,丰台,西罗园,2室1厅,南,64.5,5500,85
广安康润家园西区,丰台,科技园区,2室1厅,南,40.5,5500,135
gogo新世代,丰台,方庄,1室1厅,东,51.0,5530,108
马家堡西里,丰台,马家堡,2室1厅,南,28.0,6130,218
西罗园二区,丰台,西罗园,2室1厅,南,30.0,5500,183
幸福家园5号院,丰台,科技园区,2室1厅,南,42.5,6190,145
世纪金色嘉园,丰台,北京南站,1室1厅,南,49.0,4530,92
凤瑞二园,怀柔,怀柔,3室2厅,南,64.0,2000,31
世嘉光织谷西区,怀柔,怀柔,2室1厅,南/北,69.5,2400,34
东关二区小区,怀柔,怀柔,2室1厅,南/北,37.0,2000,54
茶坞铁路,怀柔,怀柔,4室2厅,南/北,101.5,2000,19
南华园二区,怀柔,怀柔,3室1厅,南/北,60.0,2100,35
府前东街九院,怀柔,怀柔,2室2厅,南/北,68.5,3000,43
幸福东园3号院,怀柔,怀柔,2室2厅,南/北,57.0,2100,36
融城园北区,怀柔,怀柔,2室2厅,南/北,82.5,2000,24
青春路,怀柔,怀柔,3室1厅,南/北,37.5,2300,61
顶秀美泉小镇C区,怀柔,怀柔,2室1厅,南/北,82.0,3300,40
东亚华欣湾,怀柔,怀柔,2房间,南,21.5,1900,88
优品园,怀柔,怀柔,2室1厅,南/北,45.0,2500,55
柏泉庄园雁鸣园B区,怀柔,怀柔,2室1厅,南/北,50.0,2400,48
八龙桥雅苑,怀柔,怀柔,1室1厅,东/北,72.0,2100,29
青春苑四院,怀柔,怀柔,3室1厅,南/北,84.0,2800,33
长城溪溪小镇,怀柔,怀柔其它,2室1厅,南,76.0,1000,13
东关一区,怀柔,怀柔,3室1厅,南/北,53.5,3500,65
东关一区,怀柔,怀柔,3室1厅,南/北,59.5,2300,38
南华园二区,怀柔,怀柔,3室1厅,南/北,46.0,2800,60
美丽家园,怀柔,怀柔,2室2厅,南/北,51.0,2300,45
梦想家园东区,怀柔,怀柔,3室1厅,南/北,86.0,2800,32
优品园,怀柔,怀柔,2室1厅,南/北,70.0,2550,36
龍祥小區,怀柔,怀柔,3室2厅,南/北,78.0,3600,46
南华园四区,怀柔,怀柔,3室1厅,南/北,52.0,2200,42
东园南区,怀柔,怀柔,3室1厅,南/北,36.5,2400,65
庙城路3号院,怀柔,怀柔,2室1厅,南/北,37.5,2600,69
东关二区小区,怀柔,怀柔,3室2厅,南/北,88.5,2700,30
兆龙居小区,怀柔,怀柔,3室1厅,南/北,40.0,2500,62
富怀嘉苑A区,怀柔,怀柔,2室1厅,南/北,36.5,2400,65
优品园,怀柔,怀柔,2室1厅,南/北,67.0,2000,29
安华里社区,朝阳,安贞,2室1厅,南/北,27.0,6400,237
曙光里,朝阳,三元桥,1室1厅,南,23.5,6000,255
安翔南里,朝阳,健翔桥,2室1厅,南,72.5,7960,109
东恒时代三期,朝阳,四惠,1室1厅,东,56.5,7500,132
北花园小区6号院,朝阳,双桥,1室1厅,南,27.0,6330,234
周家庄中路20号院,朝阳,十里河,2室1厅,南/北,45.0,6400,142
双龙南里,朝阳,华威桥,2室1厅,西南,33.0,6500,196
华严北里小区,朝阳,健翔桥,1室1厅,东,45.0,6860,152
小关北里,朝阳,惠新西街,2室1厅,南,28.5,7930,278
新源街,朝阳,亮马桥,1室1厅,南,37.5,6590,175
松榆东里,朝阳,北工大,1室1厅,南,58.5,5630,96
国典华园,朝阳,安贞,1室1厅,北,81.5,9960,122
和平里北街甲5号院,朝阳,和平里,2室1厅,东/西,48.5,7000,144
明天第一城7号院,朝阳,立水桥,3房间,南,41.5,7000,168
鼓楼外大街1、3号楼,朝阳,马甸,1室1厅,南,24.0,6500,270
金隅汇星苑,朝阳,高碑店,2室1厅,西,68.0,6230,91
嘉禾园,朝阳,潘家园,3室1厅,东南,79.0,8200,103
远洋新干线,朝阳,燕莎,1室1厅,北,48.5,10850,223
朝外MEN,朝阳,朝阳门外,3室1厅,东,85.0,19000,223
富力城A区,朝阳,双井,1室1厅,东,57.0,9500,166
南郎家园,朝阳,CBD,2室1厅,南,71.0,6500,91
合生国际花园,朝阳,双井,1室1厅,东,34.0,8930,262
华贸公寓,朝阳,CBD,1室0厅,东,47.0,11000,234
北苑家园绣菊园,朝阳,北苑,2室2厅,南,46.5,7390,158
万象新天四区,朝阳,常营,1室1厅,西北,82.5,5900,71
科学园南里六区,朝阳,南沙滩,1室1厅,南/西,45.0,7000,155
慧忠里C区,朝阳,亚运村,2室1厅,北,73.5,8430,114
东一时区,朝阳,双桥,1室1厅,西南,39.5,4300,108
慧忠北里第三社区,朝阳,亚运村,2室1厅,东,72.5,8190,112
安慧北里雅园,朝阳,亚运村,2室1厅,南,30.0,7200,240
旗胜家园,昌平,西三旗,2室1厅,南,44.5,6200,139
翡翠公园二期,昌平,北七家,2室1厅,,50.5,6500,128
顶秀青溪,昌平,立水桥,3室2厅,南/北,57.0,13000,228
王府园中园,昌平,北七家,5室2厅,南/北,174.0,12700,72
北京壹号庄园,昌平,北七家,4室2厅,南/北,76.5,21000,274
TBD住总万科天地,昌平,回龙观,5房间,南/北,67.5,12500,185
紫晶七星广场,昌平,回龙观,3房间,西,28.0,7000,250
名佳花园四区,昌平,北七家,1室1厅,南,31.5,4690,148
龙腾苑二区,昌平,回龙观,2室1厅,南,75.0,7490,99
北街家园六区,昌平,沙河,1室1厅,西,40.0,3490,87
国仕汇,昌平,回龙观,1室1厅,南,37.0,6360,171
安德路55号院,东城,安定门,2室1厅,东,72.0,6730,93
花市枣苑一期,东城,东花市,2室2厅,南,54.0,13800,255
李村,东城,永定门,2室1厅,南,29.0,5830,201
安德路乙61号院,东城,安定门,2室1厅,南,51.5,8090,157
东直门北大街,东城,东直门,2室1厅,东南,38.0,8290,218
绿景苑,东城,广渠门,2室1厅,西,55.5,8800,158
和平里五区,东城,和平里,1室1厅,西南,69.0,6330,91
柏树胡同,东城,灯市口,1室1厅,南,62.5,7200,115
鼎盛园,东城,永定门,2室1厅,西,66.0,7000,106
府学胡同,东城,交道口,1室1厅,南/北,27.5,5600,203
和平里五区,东城,和平里,1室1厅,东南,69.0,6490,94
绿景苑,东城,广渠门,1室1厅,东,34.0,6600,194
宝钞胡同,东城,安定门,2室1厅,南/北,57.5,6200,107
和平里九区,东城,和平里,1室1厅,南,22.5,6030,268
中绦胡同甲2号院,东城,安定门,2室1厅,南/北,37.0,8300,224
龙博苑二区,昌平,回龙观,2室1厅,南,78.0,7090,90
清秀园北区,昌平,东关,1室1厅,西,21.5,3200,148
西环里,昌平,西关环岛,2室1厅,南/北,38.5,3500,90
